Szó,Szófajok
sztrájkjog,főnév
sztrájkmozgalom,főnév
sztrájkol,ige
sztrájkőrség,főnév
sztrájktörő,főnév|melléknév
sztrájktörvény,főnév
sztrapacska,főnév
sztratoszféra,főnév
sztreptomicin,főnév
sztrichnin,főnév
sztyepp,főnév
szú,főnév
szubalpin,melléknév
szubjektív,melléknév
szubjektivitás,főnév
szubjektivizmus,főnév
szubjektum,főnév
szublimál,ige
szublimát,főnév
szubrett,főnév
szubsztancia,főnév
szubtilis,melléknév
szubtropikus,melléknév
szubvenció,főnév
szubvencionál,ige
szúette,melléknév
szuffita,főnév
szufla,főnév
szuggerál,ige
szuggesztió,főnév
szuggesztív,melléknév
szugoly,főnév
szuka,főnév
szulák,főnév
szulfát,főnév
szulfid,főnév
szulfit,főnév
szultán,főnév
szultánkenyér,főnév
szumír,főnév|melléknév
szundikál,ige
szundít,ige
szundizik,ige
szunyik,ige
szunnyad,ige
szunnyadozik,ige
szúnyog,főnév
szúnyogcsípés,főnév
szúnyogháló,főnév
szunyókál,ige
szupé,főnév
szupécsárdás,főnév
szuperál,ige
szuperfoszfát,főnév
szuperintendens,főnév
szuperlát,főnév
szuperlatívusz,főnév
szupplikáns,főnév|melléknév
szúr,ige
szúrágás,főnév
szúrágta,melléknév
szúrás,főnév
szurdal,ige
szurdék,főnév
szurdok,főnév
szurdos,ige
szurkál,ige
szurkálás,főnév
szurkapiszkál,ige
szurkol,ige
szurkolás,főnév
szurkoló,melléknév|főnév
szurkos,melléknév
szurkosfonál,főnév
szurkosvászon,főnév
szurkoz,ige
szúró,melléknév
szúródás,főnév
szurok,főnév
szurokérc,főnév
szurokfáklya,főnév
szurokfekete,melléknév
szurokfenyő,főnév
szurokföld,főnév
szurokkő.,főnév
szuroksötét,főnév|melléknév
szúróláng,főnév
szurony,főnév
szuronyos,főnév|melléknév
szuronyroham,főnév
szúrópróba,főnév
szúrós,melléknév
szurrogátum,főnév
szurtos,melléknév
szusz,főnév
szuszakol,ige
szuszék,főnév
szuszimuszi,melléknév
szuszma,melléknév
szuszog,ige
szusszan,ige
szusszant,ige
szuterén,főnév
szutykos,melléknév
szutyok,főnév
szutyongat,ige
szuvas,melléknév
szuvasodik,ige
szuverén,főnév|melléknév
szuverenitás,főnév
szű,főnév
szűcs,főnév
szűcsáru,főnév
szűcsipar,főnév
szűcsmester,főnév
szűgy,főnév
szügyelő,főnév
szűk,főnév|melléknév
szűkecskén,határozószó
szűkít,ige
szűkkeblű,melléknév
szűkmarkú,melléknév
szűköl,ige
szűkölködés,főnév
szűkölködik,ige
szűkös,melléknév
szűkösködik,ige
szükség,főnév
szükségel,ige
szükségérzet,főnév
szükséges,melléknév
szükségesség,főnév
szükséghely,főnév
szükségképpen,határozószó
szükségképpeni,melléknév
szükséglakás,főnév
szükséglet,főnév
szükségmegoldás,főnév
szükségmunka,főnév
szükségpénz,főnév
szükségrendelet,főnév
szükségszerű,főnév|melléknév
szükségszerűség,főnév
szükségtelen,melléknév|határozószó
szűkszavú,melléknév
szűkszavúság,főnév
szűkület,főnév
szül,ige
szüle,főnév
szülei,melléknév
szülemény,főnév
szülemlik,ige
szülés,főnév
szülési,melléknév
szülész,főnév
szülésznő,főnév
születés,főnév
születési,melléknév
születésnap,főnév
születésszabályozás,főnév
született,melléknév
születik,ige
születő,főnév|melléknév
szülike,főnév
szülő,főnév|melléknév
szülőanya,főnév
szülőfájdalom,főnév
szülőfalu,főnév
szülőföld,főnév
szülőház,főnév
szülőhely,főnév
szülői,melléknév
szülőotthon,főnév
szülött,főnév|melléknév
szülőváros,főnév
szülte,melléknév
szűnés,főnév
szünes-szüntelen,határozószó
szünet,főnév
szünetel,ige
szüneteltet,ige
szünetjel,főnév
szünetlen,melléknév|határozószó
szünetnap,főnév
szünidő,főnév
szűnik,ige
szünnap,főnév
szünóra,főnév
szűnő,főnév|melléknév
szünös-szüntelen,határozószó
szűnte,főnév
szüntelen,melléknév|határozószó
szüntet,ige
szűr,ige|főnév
szűrcsapó,főnév
szürcsöl,ige
szűrdolmány,főnév
szüremkedik,ige
szüremlik,ige
szűrés,főnév
szüret,főnév
szüretel,ige
szüreti,melléknév
szűrkankó,főnév
szürke,főnév|melléknév
szürkebarát,főnév
szürkéllik,ige
szürkeöntvény,főnév
szürkés,melléknév
szürkeség,főnév
szürkít,ige
szürkül,ige
szürkület,főnév
szűrlet,főnév
szűrő,főnév|melléknév
szűrőállomás,főnév
szűrődik,ige
szűrőkád,főnév
szűrőkészülék,főnév
szűrőpapír,főnév
szűrös,melléknév
szűrővizsgálat,főnév
szűrőzacskó,főnév
szürrealizmus,főnév
szűrszabó,főnév
szütyő,főnév
szűz,főnév|melléknév
szűzbeszéd,főnév
szűzdohány,főnév
szűzérmék,főnév
szüzesség,főnév
szűzföld,főnév
szűzhártya,főnév
szűzi,melléknév
szűzies,melléknév
szűznemzés,főnév
szűzpecsenye,főnév
szűztiszta,melléknév
szvetter,főnév
szvit,főnév
tabella,főnév
tábesz,főnév
tábla,főnév
táblabíró,főnév
táblai,melléknév
táblaolaj,főnév
táblás,melléknév
táblaüveg,főnév
tábláz,ige
táblázat,főnév
táblázatos,melléknév
tabletta,főnév
tabló,főnév
tábor,főnév
táborhely,főnév
tábori,melléknév
táborkar,főnév
tábornagy,főnév
tábornok,főnév
táboroz,ige
táborozás,főnév
táborparancsnok,főnév
táborparancsnokság,főnév
táborszernagy,főnév
tábortűz,főnév
tabu,főnév
tabulátor,főnév
táca,főnév
tacskó,főnév
tafota,főnév
taft,főnév
tag,főnév
tág,melléknév
tagad,ige
tagadás,főnév
tagadhatatlan,melléknév|határozószó
tagadó,melléknév
tagadószó,főnév
tagajánlás,főnév
tagállam,főnév
tágas,melléknév
tagavatás,főnév
tagbaszakadt,melléknév
tagdíj,főnév
tagdíjfizetés,főnév
tagfelülvizsgálat,főnév
tagfelvétel,főnév
taggyűlés,főnév
tágít,ige
tagjelölt,főnév
tagkönyv,főnév
tagkönyvcsere,főnév
taglal,ige
taglejtés,főnév
taglétszám,főnév
tagló,főnév
taglóz,ige
tagmondat,főnév
tagol,ige
tagolatlan,melléknév
tagolódik,ige
tagolt,melléknév
tagoltság,főnév
tagos,melléknév
tagosít,ige
tagosítás,főnév
tagoz,ige
tagozat,főnév
tagozódás,főnév
tagozódik,ige
tagozott,melléknév
tagrevízió,főnév
tagság,főnév
tagsági,melléknév
tagtárs,főnév
tagtoborzás,főnév
tágul,ige
tágulás,főnév
tágulat,főnév
tahó,főnév|melléknév
táj,főnév
tájban,főnév
tájbonctan,főnév
tájegység,főnév
tájék,főnév
tájékoz,ige
tájékozás,főnév
tájékozatlan,melléknév
tájékozatlanság,főnév
tájékozódás,főnév
tájékozódik,ige
tájékozott,melléknév
tájékozottság,főnév
tájékoztat,ige
tájékoztatás,főnév
tájékoztató,főnév|melléknév
tájfestészet,főnév
tájfestő,főnév|melléknév
tájfun,főnév
tajga,főnév
táji,melléknév
tájkép,főnév
tájképfestő,főnév
tájkertészet,főnév
tájleírás,főnév
tájnyelv,főnév
tájol,ige
tájoló,főnév|melléknév
tájon,főnév
tájrajz,főnév
tájszó,főnév
tájszólás,főnév
tájszótár,főnév
tájt,főnév
tajték,főnév
tajtékkő,főnév
tajtékos,melléknév
tajtékozik,ige
tajtékpipa,főnév
tajtékzik,ige
tajtékzó,melléknév
takács,főnév
takácskötés,főnév
takácsmácsonya,főnév
takácsmester,főnév
takar,ige
takarás,főnév
takaratlan,melléknév|határozószó
takarék,főnév
takarékbélyeg,főnév
takarékbetét,főnév
takarékkönyv,főnév
takarékláng,főnév
takarékos,melléknév
takarékoskodik,ige
takarékosság,főnév
takarékpénztár,főnév
takarékpersely,főnév
takaréktűzhely,főnév
takargat,ige
takargatnivaló,főnév
takarít,ige
takarítás,főnév
takarító,főnév|melléknév
takarítóasszony,főnév
takarítónő,főnév
takarmány,főnév
takarmányliszt,főnév
takarmánynövény,főnév
takarmányoz,ige
takarmányozás,főnév
takarmányrépa,főnév
takaró,főnév|melléknév
takarodik,ige
takarodó,főnév|melléknév
takaródzik,ige
takaros,melléknév
taknyos,főnév|melléknév
tákol,ige
tákolmány,főnév
takony,főnév
takonykór,főnév
takonypóc,főnév
taksa,főnév
taksál,ige
taktika,főnév
taktikai,melléknév
taktikázik,ige
taktikus,főnév|melléknév
taktus,főnév
tál,főnév
talaj,főnév
talajavesztett,melléknév
talajcső,főnév
talajcsövezés,főnév
talajgyalu,főnév
talajjavítás,főnév
talajképződés,főnév
talajkutatás,főnév
talajmaró,főnév|melléknév
talajminta,főnév
talajmunka,főnév
talajművelés,főnév
talajnedvesség,főnév
talajréteg,főnév
talajsüllyedés,főnév
talajszint,főnév
talajtalan,melléknév
talajtan,főnév
talajtorna,főnév
talajvíz,főnév
talál,ige
tálal,ige
tálalás,főnév
találat,főnév
találatarány,főnév
találatkép,főnév
találatos,melléknév
találékony,melléknév
találgat,ige
találgatás,főnév
található,melléknév
találka,főnév
találkahely,főnév
találkozás,főnév
találkozik,ige
találkozó,főnév|melléknév
találkozóhely,főnév
találmány,főnév
találó,melléknév
tálaló,főnév|melléknév
tálalóasztal,főnév
találompróba,főnév
találomra,határozószó
találós,melléknév
talált,melléknév
talán,határozószó
talántán,határozószó
talány,főnév
talányos,melléknév
talap,főnév
talapzat,főnév
talár,főnév
tálas,főnév|melléknév
tálca,főnév
tálcakendő,főnév
talentum,főnév
talentumos,melléknév
talián,főnév|melléknév
talicska,főnév
talicskás,főnév|melléknév
talicskáz,ige
talicskázik,ige
taliga,főnév
taligás,főnév|melléknév
taligaszekér,főnév
taligáz,ige
talizmán,főnév
talján,főnév|melléknév
tálka,főnév
talkedli,főnév
tallér,főnév
talló,főnév
tallózik,ige
talmi,főnév|melléknév
talmudista,főnév
talon,főnév
talp,főnév
talpal,ige
talpalás,főnév
talpalatnyi,főnév|melléknév
talpalávaló,főnév
talpalló,főnév
talpaló,főnév|melléknév
talpas,főnév|melléknév
talpbélés,főnév
talpbetét,főnév
talpbőr,főnév
talpfa,főnév
talpgerenda,főnév
talpkő,főnév
talpnyalás,főnév
talpnyaló,főnév|melléknév
talponálló,főnév
talppont,főnév
talpraesett,melléknév
táltos,főnév
talyicska,főnév
talyiga,főnév
tályog,főnév
támad,ige
támadás,főnév
támadási,melléknév
támadó,főnév|melléknév
támadópont,főnév
tamariska,főnév
tamás,főnév
tamáskodik,ige
támasz,főnév
támaszfa,főnév
támaszfal,főnév
támaszgerenda,főnév
támaszkodik,ige
támaszpillér,főnév
támaszpont,főnév
támaszt,ige
támaszték,főnév
támasztó,főnév|melléknév
támasztópont,főnév
tambur,főnév
tambura,főnév
tamburin,főnév
támfa,főnév
támfal,főnév
támgerenda,főnév
támla,főnév
támlás,melléknév
támlásszék,főnév
támogat,ige
támogatás,főnév
támolyog,ige
támpéldány,főnév
támpillér,főnév
tampon,főnév
tamponál,ige
támpont,főnév
tam-tam,mondatszó
tan,főnév
tán,határozószó
tanács,főnév
tanácsadás,főnév
tanácsadó,főnév|melléknév
tanácselnök,főnév
tanácshatalom,főnév
tanácsház,főnév
tanácsháza,főnév
tanácsjegyző,főnév
tanácskérés,főnév
tanácskozás,főnév
tanácskozik,ige
tanácskozó,főnév|melléknév
tanácsköztársaság,főnév
tanácsnok,főnév
tanácsol,ige
tanácsos,főnév|melléknév
tanácsrendszer,főnév
tanácstag,főnév
tanácstalan,melléknév
tanácsterem,főnév
tanácstitkár,főnév
tanácsülés,főnév
tanácsválasztás,főnév
tanakodik,ige
tanál,ige
tananyag,főnév
tanár,főnév
tanárember,főnév
tanári,főnév|melléknév
tanárjelölt,főnév
tanárképzés,főnév
tanárképző,főnév|melléknév
tanárkodik,ige
tanárnő,főnév
tanáros,melléknév
tanárság,főnév
tanársegéd,főnév
tanbetyár,főnév
tánc,főnév
táncbemutató,főnév
táncbetét,főnév
tánccipő,főnév
tánccsoport,főnév
táncdal,főnév
táncegyüttes,főnév
táncest,főnév
táncestély,főnév
táncfigura,főnév
tánchelyiség,főnév
táncírás,főnév
tánciskola,főnév
tánci-tánci,főnév|mondatszó
táncjáték,főnév
tánckar,főnév
tánckurjantás,főnév
tánclecke,főnév
tánclemez,főnév
tánclépés,főnév
táncmester,főnév
táncmulatság,főnév
táncművész,főnév
táncművészet,főnév
táncol,ige
táncoltat,ige
táncóra,főnév
táncos,főnév|melléknév
táncosnő,főnév
táncrend,főnév
tánctanár,főnév
tánctanító,főnév
táncterem,főnév
táncverseny,főnév
táncvigalom,főnév
tánczene,főnév
tánczenekar,főnév
tancsapat,főnév
tandíj,főnév
tandíjkedvezmény,főnév
tandíjmentes,főnév|melléknév
tanerő,főnév
tanév,főnév
tanévnyitó,főnév|melléknév
tanévzárás,főnév
tanfelügyelő,főnév
tanfelügyelőség,főnév
tanférfiú,főnév
tanfolyam,főnév
tangál,ige
tángál,ige
tangazdaság,főnév
tangens,főnév
tangó,főnév
tangóharmonika,főnév
tanintézet,főnév
tanít,ige
tanítás,főnév
tanítástan,főnév
tanító,főnév|melléknév
tanítójelölt,főnév|melléknév
tanítóképző,főnév|melléknév
tanítómester,főnév
tanítónő,főnév
tanítórend,főnév
tanítóság,főnév
tanítóskodik,ige
taníttat,ige
tanítvány,főnév
tank,főnév
tankcsapda,főnév
tankerület,főnév
tankerületi,melléknév
tankhajó,főnév
tankkocsi,főnév
tankol,ige
tankoszlop,főnév
tanköltemény,főnév
tankönyv,főnév
tanköteles,főnév|melléknév
tankötelezettség,főnév
tanmenet,főnév
tanmondat,főnév
tanműhely,főnév
tannin,főnév
tanoda,főnév
tanonc,főnév
tanoncév,főnév
tanoncidő,főnév
tanonciskola,főnév
tanonckodik,ige
tanoncotthon,főnév
tanóra,főnév
tanosztály,főnév
tanrend,főnév
tanrepülés,főnév
tanszabadság,főnév
tanszak,főnév
tanszék,főnév
tanszékvezető,főnév|melléknév
tanszemélyzet,főnév
tanszer,főnév
tantaluszi,melléknév
tantárgy,főnév
tanterem,főnév
tanterv,főnév
tantestület,főnév
tantétel,főnév
tanti,főnév
tantiem,főnév
tántorgó,melléknév
tántorít,ige
tántoríthatatlan,melléknév|határozószó
tántorodik,ige
tántorog,ige
tantusz,főnév
tanú,főnév
tanúbizonyság,főnév
tanújel,főnév
tanúkihallgatás,főnév
tanul,ige
tanulás,főnév
tanulatlan,melléknév
tanulékony,melléknév
tanulmány,főnév
tanulmányfej,főnév
tanulmányi,melléknév
tanulmányoz,ige
tanulmányozás,főnév
tanulmányút,főnév
tanuló,főnév|melléknév
tanulóév,főnév
tanulóifjúság,főnév
tanulókör,főnév
tanulólány,főnév
tanulóotthon,főnév
tanulópár,főnév
tanulószoba,főnév
tanulság,főnév
tanulságos,melléknév
tanult,főnév|melléknév
tanúság,főnév
tanúságos,melléknév
tanúságtétel,főnév
tanúságtevés,főnév
tanúsít,ige
tanúsítvány,főnév
tanúskodik,ige
tanúvallomás,főnév
tanúz,ige
tanúzás,főnév
tanügy,főnév
tanügyi,melléknév
tanya,főnév
tanyacsoport,főnév
tanyafalu,főnév
tanyaház,főnév
tanyai,főnév|melléknév
tanyaközpont,főnév
tanyarendszer,főnév
tanyás,főnév|melléknév
tanyasi,főnév|melléknév
tanyavilág,főnév
tanyázik,ige
tányér,főnév
tányérakna,főnév
tányérkerék,főnév
tányérnyaló,főnév|melléknév
tányéroz,ige
tányérrózsa,főnév
tányérsapka,főnév
tányérszelep,főnév
tányértalpú,főnév|melléknév
tányértartó,főnév
táp,főnév
tapadás,főnév
tapadós,melléknév
tapadószerv,főnév
tápanyag,főnév
tápanyagszükséglet,főnév
tapasz,főnév
tápászkodik,ige
tapaszol,ige
tapaszt,ige
tapasztal,ige
tapasztalás,főnév
tapasztalat,főnév
tapasztalatcsere,főnév
tapasztalati,melléknév
tapasztalatlan,melléknév
tapasztalatlanság,főnév
tapasztalt,melléknév
tapasztó,főnév|melléknév
tápcsatorna,főnév
tápcső,főnév
tápdíj,főnév
tápdús,melléknév
táperő,főnév
tápérték,főnév
tapéta,főnév
tapétaajtó,főnév
tapétás,melléknév
tapétáz,ige
tapicskál,ige
tapint,ige
tapintás,főnév
tapintat,főnév
tapintatlan,melléknév
tapintatlanság,főnév
tapintatos,melléknév
tápintézet,főnév
tapintó,melléknév
tapír,főnév
táplál,ige
táplálék,főnév
táplálékhiány,főnév
táplálkozás,főnév
táplálkozik,ige
tápláló,főnév|melléknév
táplálóanyag,főnév
táplált,melléknév
tápliszt,főnév
tapló,főnév
taplógomba,főnév
taplós,melléknév
tápnedv,főnév
tapod,ige
tapodtat,főnév
tapog,ige
tapogat,ige
tapogató,főnév|melléknév
tapogatódzás,főnév
tapogatódzik,ige
tapos,ige
taposó,főnév|melléknév
taposókád,főnév
taposókerék,főnév
taposómalom,főnév
tapp,főnév
táppénz,főnév
táppénzcsaló,főnév|melléknév
táppénzes,főnév|melléknév
tapper,főnév
taps,főnév
tapsifüles,főnév|melléknév
tapsikol,ige
tápsó,főnév
tapsol,ige
tapsoló,főnév|melléknév
tápsör,főnév
tapsvihar,főnév
tápszer,főnév
táptalaj,főnév
tar,főnév|melléknév
tár,ige|főnév
tara,főnév
tarack,főnév
tarackbúza,főnév
tarackfű,főnév
tarackos,melléknév
taraj,főnév
tarajdísz,főnév
tarajos,melléknév
tarándszarvas,főnév
tarantella,főnév
tárca,főnév
tárcacikk,főnév
tárcaközi,melléknév
tárcaregény,főnév
tárcarovat,főnév
tárcsa,főnév
tárcsáz,ige
taréj,főnév
targonca,főnév
